Kat [deg]	Moment obrotowy [mNm]
139,47	-5,732
139,50	-5,587
139,53	-5,672
139,56	-5,446
139,59	-5,666
139,62	-5,555
139,65	-5,639
139,68	-5,629
139,71	-5,642
139,74	-5,609
139,77	-5,604
139,80	-5,542
139,83	-5,732
139,86	-5,592
139,89	-5,639
139,92	-5,599
139,95	-5,709
139,98	-5,629
140,01	-5,569
140,04	-5,716
140,07	-5,669
140,10	-5,598
140,13	-5,645
140,16	-5,617
140,19	-5,592
140,22	-5,656
140,25	-5,643
140,28	-5,857
140,31	-5,695
140,34	-5,681
140,37	-5,728
140,40	-5,728
140,43	-5,701
140,46	-5,657
140,49	-5,672
140,52	-5,771
140,55	-5,599
140,58	-5,606
140,61	-5,663
140,64	-5,642
140,67	-5,671
140,70	-5,764
140,73	-5,591
140,76	-5,658
140,79	-5,719
140,82	-5,747
140,85	-5,626
140,88	-5,687
140,91	-5,659
140,94	-5,801
140,97	-5,624
141,00	-5,802
141,03	-5,666
141,06	-5,603
141,09	-5,617
141,12	-5,589
141,15	-5,609
141,18	-5,765
141,21	-5,608
141,24	-5,690
141,27	-5,704
141,30	-5,740
141,33	-5,651
141,36	-5,705
141,39	-5,651
141,42	-5,749
141,45	-5,728
141,48	-5,672
141,51	-5,621
141,54	-5,719
141,57	-5,683
141,60	-5,614
141,63	-5,623
141,66	-5,629
141,69	-5,783
141,72	-5,602
141,75	-5,706
141,78	-5,659
141,81	-5,792
141,84	-5,725
141,87	-5,589
141,90	-5,618
141,93	-5,621
141,96	-5,618
141,99	-5,631
142,02	-5,609
142,05	-5,674
142,08	-5,755
142,11	-5,693
142,14	-5,647
142,17	-5,794
142,20	-5,681
142,23	-5,676
142,26	-5,641
142,29	-5,660
142,32	-5,663
142,35	-5,646
142,38	-5,718
142,41	-5,699
142,44	-5,597
142,47	-5,748
142,50	-5,688
142,53	-5,666
142,56	-5,679
142,59	-5,838
142,62	-5,755
142,65	-5,749
142,68	-5,606
142,71	-5,650
142,74	-5,666
142,77	-5,729
142,80	-5,751
142,83	-5,756
142,86	-5,710
142,89	-5,701
142,92	-5,640
142,95	-5,666
142,98	-5,664
143,01	-5,763
143,04	-5,700
143,07	-5,715
143,10	-5,632
143,13	-5,756
143,16	-5,564
143,19	-5,712
143,22	-5,619
143,25	-5,864
143,28	-5,738
143,31	-5,729
143,34	-5,573
143,37	-5,696
143,40	-5,663
143,43	-5,772
143,46	-5,782
143,49	-5,726
143,52	-5,662
143,55	-5,736
143,58	-5,696
143,61	-5,625
143,64	-5,627
143,67	-5,730
143,70	-5,652
143,73	-5,597
143,76	-5,643
143,79	-5,602
143,82	-5,553
143,85	-5,627
143,88	-5,668
143,91	-5,872
143,94	-5,692
143,97	-5,657
144,00	-5,700
144,03	-5,695
144,06	-5,664
144,09	-5,734
144,12	-5,706
144,15	-5,701
144,18	-5,639
144,21	-5,569
144,24	-5,722
144,27	-5,592
144,30	-5,589
144,33	-5,631
144,36	-5,716
144,39	-5,557
144,42	-5,597
144,45	-5,614
144,48	-5,541
144,51	-5,616
144,54	-5,570
144,57	-5,633
144,60	-5,614
144,63	-5,755
144,66	-5,565
144,69	-5,707
144,72	-5,509
144,75	-5,714
144,78	-5,472
144,81	-5,660
144,84	-5,525
144,87	-5,492
144,90	-5,580
144,93	-5,451
144,96	-5,619
144,99	-5,520
145,02	-5,635
145,05	-5,514
145,08	-5,484
145,11	-5,528
145,14	-5,571
145,17	-5,503
145,20	-5,499
145,23	-5,607
145,26	-5,648
145,29	-5,533
145,32	-5,490
145,35	-5,593
145,38	-5,608
145,41	-5,468
145,44	-5,647
145,47	-5,461
145,50	-5,557
145,53	-5,532
145,56	-5,524
145,59	-5,387
145,62	-5,575
145,65	-5,503
145,68	-5,635
145,71	-5,537
145,74	-5,568
145,77	-5,559
145,80	-5,605
145,83	-5,539
145,86	-5,518
145,89	-5,587
145,92	-5,626
145,95	-5,458
145,98	-5,536
146,01	-5,371
146,04	-5,532
146,07	-5,451
146,10	-5,577
146,13	-5,431
146,16	-5,495
146,19	-5,451
146,22	-5,485
146,25	-5,418
146,28	-5,512
146,31	-5,515
146,34	-5,574
146,37	-5,467
146,40	-5,420
146,43	-5,500
146,46	-5,572
146,49	-5,617
146,52	-5,321
146,55	-5,412
146,58	-5,482
146,61	-5,399
146,64	-5,498
146,67	-5,423
146,70	-5,444
146,73	-5,521
146,76	-5,362
146,79	-5,490
146,82	-5,358
146,85	-5,552
146,88	-5,532
146,91	-5,503
146,94	-5,411
146,97	-5,396
147,00	-5,494
147,03	-5,352
147,06	-5,463
147,09	-5,508
147,12	-5,394
147,15	-5,480
147,18	-5,431
147,21	-5,510
147,24	-5,432
147,27	-5,374
147,30	-5,447
147,33	-5,336
147,36	-5,511
147,39	-5,465
147,42	-5,359
147,45	-5,509
147,48	-5,430
147,51	-5,512
147,54	-5,575
147,57	-5,324
147,60	-5,486
147,63	-5,423
147,66	-5,443
147,69	-5,440
147,72	-5,470
147,75	-5,396
147,78	-5,374
147,81	-5,497
147,84	-5,528
147,87	-5,451
147,90	-5,483
147,93	-5,445
147,96	-5,378
147,99	-5,367
148,02	-5,538
148,05	-5,356
148,08	-5,543
148,11	-5,514
148,14	-5,443
148,17	-5,438
148,20	-5,537
148,23	-5,456
148,26	-5,385
148,29	-5,556
148,32	-5,605
148,35	-5,435
148,38	-5,450
148,41	-5,488
148,44	-5,380
148,47	-5,584
148,50	-5,523
148,53	-5,476
148,56	-5,481
148,59	-5,405
148,62	-5,502
148,65	-5,530
148,68	-5,459
148,71	-5,474
148,74	-5,537
148,77	-5,553
148,80	-5,616
148,83	-5,478
148,86	-5,511
148,89	-5,408
148,92	-5,442
148,95	-5,445
148,98	-5,558
149,01	-5,620
149,04	-5,525
149,07	-5,544
149,10	-5,411
149,13	-5,469
149,16	-5,540
149,19	-5,614
149,22	-5,637
149,25	-5,606
149,28	-5,509
149,31	-5,422
149,34	-5,553
149,37	-5,665
149,40	-5,477
149,43	-5,591
149,46	-5,592
149,49	-5,505
149,52	-5,534
149,55	-5,603
149,58	-5,414
149,61	-5,640
149,64	-5,375
149,67	-5,577
149,70	-5,427
149,73	-5,447
149,76	-5,513
149,79	-5,552
149,82	-5,566
149,85	-5,512
149,88	-5,517
149,91	-5,520
149,94	-5,690
149,97	-5,584
150,00	-5,479
150,03	-5,574
150,06	-5,550
150,09	-5,566
150,12	-5,632
150,15	-5,561
150,18	-5,482
150,21	-5,553
150,24	-5,506
150,27	-5,548
150,30	-5,567
150,33	-5,496
150,36	-5,667
150,39	-5,626
150,42	-5,701
150,45	-5,568
150,48	-5,553
150,51	-5,496
150,54	-5,483
150,57	-5,507
150,60	-5,643
150,63	-5,494
150,66	-5,537
150,69	-5,482
150,72	-5,553
150,75	-5,491
150,78	-5,624
150,81	-5,453
150,84	-5,657
150,87	-5,629
150,90	-5,437
150,93	-5,677
150,96	-5,559
150,99	-5,637
151,02	-5,503
151,05	-5,580
151,08	-5,573
151,11	-5,649
151,14	-5,629
151,17	-5,593
151,20	-5,634
151,23	-5,679
151,26	-5,658
151,29	-5,416
151,32	-5,629
151,35	-5,502
151,38	-5,678
151,41	-5,526
151,44	-5,561
151,47	-5,442
151,50	-5,639
151,53	-5,530
151,56	-5,505
151,59	-5,575
151,62	-5,656
151,65	-5,639
151,68	-5,570
151,71	-5,587
151,74	-5,587
151,77	-5,498
151,80	-5,596
151,83	-5,601
151,86	-5,545
151,89	-5,499
151,92	-5,643
151,95	-5,495
151,98	-5,481
152,01	-5,628
152,04	-5,611
152,07	-5,665
152,10	-5,477
152,13	-5,610
152,16	-5,610
152,19	-5,572
152,22	-5,527
152,25	-5,691
152,28	-5,641
152,31	-5,671
152,34	-5,535
152,37	-5,615
152,40	-5,543
152,43	-5,669
152,46	-5,672
152,49	-5,597
152,52	-5,610
152,55	-5,801
152,58	-5,741
152,61	-5,680
152,64	-5,620
152,67	-5,571
152,70	-5,672
152,73	-5,672
152,76	-5,716
152,79	-5,693
152,82	-5,698
152,85	-5,544
152,88	-5,668
152,91	-5,516
152,94	-5,707
152,97	-5,474
153,00	-5,586
153,03	-5,613
153,06	-5,606
153,09	-5,618
153,12	-5,568
153,15	-5,741
153,18	-5,677
153,21	-5,687
153,24	-5,629
153,27	-5,539
153,30	-5,503
153,33	-5,602
153,36	-5,618
153,39	-5,583
153,42	-5,580
153,45	-5,522
153,48	-5,648
153,51	-5,654
153,54	-5,630
153,57	-5,639
153,60	-5,632
153,63	-5,712
153,66	-5,494
153,69	-5,702
153,72	-5,661
153,75	-5,689
153,78	-5,675
153,81	-5,616
153,84	-5,573
153,87	-5,749
153,90	-5,709
153,93	-5,568
153,96	-5,631
153,99	-5,618
154,02	-5,717
154,05	-5,553
154,08	-5,607
154,11	-5,700
154,14	-5,554
154,17	-5,629
154,20	-5,665
154,23	-5,617
154,26	-5,533
154,29	-5,623
154,32	-5,532
154,35	-5,576
154,38	-5,572
154,41	-5,783
154,44	-5,627
154,47	-5,655
154,50	-5,668
154,53	-5,650
154,56	-5,679
154,59	-5,598
154,62	-5,675
154,65	-5,622
154,68	-5,725
154,71	-5,650
154,74	-5,561
154,77	-5,689
154,80	-5,646
154,83	-5,557
154,86	-5,631
154,89	-5,583
154,92	-5,613
154,95	-5,518
154,98	-5,558
155,01	-5,465
155,04	-5,617
155,07	-5,570
155,10	-5,613
155,13	-5,671
155,16	-5,705
155,19	-5,612
155,22	-5,588
155,25	-5,655
155,28	-5,702
155,31	-5,635
155,34	-5,601
155,37	-5,693
155,40	-5,675
155,43	-5,478
155,46	-5,481
155,49	-5,650
155,52	-5,635
155,55	-5,620
155,58	-5,454
155,61	-5,562
155,64	-5,572
155,67	-5,570
155,70	-5,579
155,73	-5,569
155,76	-5,609
155,79	-5,627
155,82	-5,645
155,85	-5,652
155,88	-5,603
155,91	-5,649
155,94	-5,534
155,97	-5,621
156,00	-5,619
156,03	-5,569
156,06	-5,506
156,09	-5,547
156,12	-5,499
156,15	-5,518
156,18	-5,448
156,21	-5,483
156,24	-5,572
156,27	-5,571
156,30	-5,550
156,33	-5,564
156,36	-5,626
156,39	-5,663
156,42	-5,571
156,45	-5,646
156,48	-5,444
156,51	-5,537
156,54	-5,490
156,57	-5,536
156,60	-5,547
156,63	-5,479
156,66	-5,493
156,69	-5,548
156,72	-5,503
156,75	-5,491
156,78	-5,451
156,81	-5,580
156,84	-5,580
156,87	-5,623
156,90	-5,558
156,93	-5,444
156,96	-5,412
156,99	-5,548
157,02	-5,405
157,05	-5,515
157,08	-5,455
157,11	-5,619
157,14	-5,420
157,17	-5,492
157,20	-5,524
157,23	-5,440
157,26	-5,622
157,29	-5,576
157,32	-5,603
157,35	-5,600
157,38	-5,657
157,41	-5,426
157,44	-5,608
157,47	-5,564
157,50	-5,591
157,53	-5,505
157,56	-5,571
157,59	-5,599
157,62	-5,621
157,65	-5,592
157,68	-5,505
157,71	-5,600
157,74	-5,500
157,77	-5,578
157,80	-5,527
157,83	-5,507
157,86	-5,496
157,89	-5,415
157,92	-5,444
157,95	-5,543
157,98	-5,516
158,01	-5,529
158,04	-5,437
158,07	-5,522
158,10	-5,505
158,13	-5,531
158,16	-5,360
158,19	-5,334
158,22	-5,424
158,25	-5,489
158,28	-5,551
158,31	-5,450
158,34	-5,553
158,37	-5,556
158,40	-5,609
158,43	-5,567
158,46	-5,526
158,49	-5,506
158,52	-5,428
158,55	-5,411
158,58	-5,490
158,61	-5,443
158,64	-5,408
158,67	-5,500
158,70	-5,558
158,73	-5,558
158,76	-5,474
158,79	-5,539
158,82	-5,639
158,85	-5,421
158,88	-5,434
158,91	-5,417
158,94	-5,479
158,97	-5,483
159,00	-5,482
159,03	-5,401
159,06	-5,553
159,09	-5,466
159,12	-5,413
159,15	-5,483
159,18	-5,474
159,21	-5,344
159,24	-5,497
159,27	-5,439
159,30	-5,377
159,33	-5,367
159,36	-5,505
159,39	-5,410
159,42	-5,440
159,45	-5,535
159,48	-5,471
159,51	-5,419
159,54	-5,387
159,57	-5,330
159,60	-5,423
159,63	-5,362
159,66	-5,472
159,69	-5,396
159,72	-5,530
159,75	-5,456
159,78	-5,555
159,81	-5,446
159,84	-5,416
159,87	-5,404
159,90	-5,398
159,93	-5,513
159,96	-5,463
159,99	-5,450
160,02	-5,487
160,05	-5,438
160,08	-5,393
160,11	-5,430
160,14	-5,473
160,17	-5,449
160,20	-5,584
160,23	-5,435
160,26	-5,497
160,29	-5,443
160,32	-5,503
160,35	-5,375
160,38	-5,337
160,41	-5,398
160,44	-5,514
160,47	-5,389
160,50	-5,490
160,53	-5,457
160,56	-5,474
160,59	-5,392
160,62	-5,308
160,65	-5,560
160,68	-5,271
160,71	-5,522
160,74	-5,343
160,77	-5,329
160,80	-5,368
160,83	-5,354
160,86	-5,341
160,89	-5,467
160,92	-5,315
160,95	-5,408
160,98	-5,467
161,01	-5,352
161,04	-5,414
161,07	-5,360
161,10	-5,536
161,13	-5,490
161,16	-5,277
161,19	-5,346
161,22	-5,410
161,25	-5,523
161,28	-5,388
161,31	-5,393
161,34	-5,428
161,37	-5,386
161,40	-5,359
161,43	-5,348
161,46	-5,400
161,49	-5,487
161,52	-5,292
161,55	-5,338
161,58	-5,365
161,61	-5,368
161,64	-5,436
161,67	-5,345
161,70	-5,305
161,73	-5,433
161,76	-5,475
161,79	-5,304
161,82	-5,377
161,85	-5,364
161,88	-5,341
161,91	-5,341
161,94	-5,349
161,97	-5,310
162,00	-5,392
162,03	-5,329
162,06	-5,372
162,09	-5,346
162,12	-5,475
162,15	-5,259
162,18	-5,303
162,21	-5,361
162,24	-5,358
162,27	-5,378
162,30	-5,337
162,33	-5,268
162,36	-5,363
162,39	-5,262
162,42	-5,372
162,45	-5,403
162,48	-5,319
162,51	-5,265
162,54	-5,252
162,57	-5,397
162,60	-5,387
162,63	-5,392
162,66	-5,352
162,69	-5,379
162,72	-5,250
162,75	-5,465
162,78	-5,293
162,81	-5,298
162,84	-5,442
162,87	-5,408
162,90	-5,232
162,93	-5,285
162,96	-5,395
162,99	-5,279
163,02	-5,339
163,05	-5,224
163,08	-5,369
163,11	-5,385
163,14	-5,405
163,17	-5,328
163,20	-5,347
163,23	-5,383
163,26	-5,368
163,29	-5,424
163,32	-5,430
163,35	-5,414
163,38	-5,368
163,41	-5,282
163,44	-5,392
163,47	-5,240
163,50	-5,405
163,53	-5,256
163,56	-5,490
163,59	-5,270
163,62	-5,396
163,65	-5,359
163,68	-5,404
163,71	-5,237
163,74	-5,385
163,77	-5,238
163,80	-5,337
163,83	-5,356
163,86	-5,377
163,89	-5,260
163,92	-5,305
163,95	-5,340
163,98	-5,293
164,01	-5,269
164,04	-5,323
164,07	-5,275
164,10	-5,289
164,13	-5,484
164,16	-5,357
164,19	-5,412
164,22	-5,350
164,25	-5,413
164,28	-5,397
164,31	-5,304
164,34	-5,277
164,37	-5,419
164,40	-5,330
164,43	-5,301
164,46	-5,330
164,49	-5,422
164,52	-5,369
164,55	-5,351
164,58	-5,358
164,61	-5,386
164,64	-5,308
164,67	-5,453
164,70	-5,375
164,73	-5,388
164,76	-5,400
164,79	-5,368
164,82	-5,325
164,85	-5,340
164,88	-5,310
164,91	-5,425
164,94	-5,334
164,97	-5,363
165,00	-5,533
165,03	-5,348
165,06	-5,291
165,09	-5,358
165,12	-5,356
165,15	-5,360
165,18	-5,452
165,21	-5,331
165,24	-5,363
165,27	-5,413
165,30	-5,348
165,33	-5,334
165,36	-5,399
165,39	-5,443
165,42	-5,540
165,45	-5,433
165,48	-5,387
165,51	-5,326
165,54	-5,249
165,57	-5,439
165,60	-5,406
165,63	-5,374
165,66	-5,425
165,69	-5,374
165,72	-5,349
165,75	-5,368
165,78	-5,356
165,81	-5,429
165,84	-5,402
165,87	-5,354
165,90	-5,402
165,93	-5,391
165,96	-5,327
165,99	-5,408
166,02	-5,436
166,05	-5,406
166,08	-5,419
166,11	-5,395
166,14	-5,484
166,17	-5,299
166,20	-5,331
166,23	-5,480
166,26	-5,333
166,29	-5,479
166,32	-5,414
166,35	-5,399
166,38	-5,428
166,41	-5,475
166,44	-5,301
166,47	-5,488
166,50	-5,330
166,53	-5,401
166,56	-5,322
166,59	-5,429
166,62	-5,398
166,65	-5,385
166,68	-5,324
166,71	-5,323
166,74	-5,459
166,77	-5,359
166,80	-5,404
166,83	-5,482
166,86	-5,386
166,89	-5,369
166,92	-5,506
166,95	-5,427
166,98	-5,352
167,01	-5,441
167,04	-5,465
167,07	-5,457
167,10	-5,434
167,13	-5,519
167,16	-5,485
167,19	-5,390
167,22	-5,472
167,25	-5,449
167,28	-5,475
167,31	-5,400
167,34	-5,395
167,37	-5,442
167,40	-5,382
167,43	-5,458
167,46	-5,389
167,49	-5,325
167,52	-5,414
167,55	-5,418
167,58	-5,416
167,61	-5,438
167,64	-5,414
167,67	-5,483
167,70	-5,514
167,73	-5,314
167,76	-5,382
167,79	-5,571
167,82	-5,546
167,85	-5,516
167,88	-5,483
167,91	-5,458
167,94	-5,495
167,97	-5,414
168,00	-5,426
168,03	-5,441
168,06	-5,524
168,09	-5,431
168,12	-5,463
168,15	-5,396
168,18	-5,422
168,21	-5,413
168,24	-5,557
168,27	-5,550
168,30	-5,529
168,33	-5,453
168,36	-5,609
168,39	-5,568
168,42	-5,423
168,45	-5,369
168,48	-5,462
168,51	-5,535
168,54	-5,350
168,57	-5,346
168,60	-5,402
168,63	-5,383
168,66	-5,566
168,69	-5,532
168,72	-5,401
168,75	-5,498
168,78	-5,478
168,81	-5,502
168,84	-5,515
168,87	-5,503
168,90	-5,429
168,93	-5,469
168,96	-5,449
168,99	-5,450
169,02	-5,384
169,05	-5,564
169,08	-5,437
169,11	-5,588
169,14	-5,477
169,17	-5,378
169,20	-5,505
169,23	-5,611
169,26	-5,387
169,29	-5,416
169,32	-5,521
169,35	-5,340
169,38	-5,466
169,41	-5,522
169,44	-5,387
169,47	-5,589
169,50	-5,460
169,53	-5,482
169,56	-5,556
169,59	-5,540
169,62	-5,533
169,65	-5,434
169,68	-5,593
169,71	-5,418
169,74	-5,455
169,77	-5,521
169,80	-5,518
169,83	-5,609
169,86	-5,404
169,89	-5,478
169,92	-5,432
169,95	-5,435
169,98	-5,635
170,01	-5,563
170,04	-5,411
170,07	-5,503
170,10	-5,421
170,13	-5,482
170,16	-5,561
170,19	-5,463
170,22	-5,402
170,25	-5,581
170,28	-5,476
170,31	-5,610
170,34	-5,513
170,37	-5,515
170,40	-5,642
170,43	-5,543
170,46	-5,531
170,49	-5,497
170,52	-5,580
170,55	-5,446
170,58	-5,548
170,61	-5,480
170,64	-5,569
170,67	-5,544
170,70	-5,381
170,73	-5,527
170,76	-5,477
170,79	-5,578
170,82	-5,479
170,85	-5,467
170,88	-5,448
170,91	-5,539
170,94	-5,419
170,97	-5,621
171,00	-5,420
171,03	-5,469
171,06	-5,421
171,09	-5,474
171,12	-5,441
171,15	-5,521
171,18	-5,507
171,21	-5,571
171,24	-5,614
171,27	-5,457
171,30	-5,492
171,33	-5,528
171,36	-5,439
171,39	-5,562
171,42	-5,532
171,45	-5,486
171,48	-5,568
171,51	-5,474
171,54	-5,367
171,57	-5,524
171,60	-5,456
171,63	-5,505
171,66	-5,425
171,69	-5,556
171,72	-5,489
171,75	-5,481
171,78	-5,372
171,81	-5,500
171,84	-5,568
171,87	-5,471
171,90	-5,524
171,93	-5,539
171,96	-5,604
171,99	-5,525
172,02	-5,422
172,05	-5,362
172,08	-5,492
172,11	-5,509
172,14	-5,390
172,17	-5,475
172,20	-5,598
172,23	-5,432
172,26	-5,545
172,29	-5,515
172,32	-5,497
172,35	-5,406
172,38	-5,370
172,41	-5,451
172,44	-5,463
172,47	-5,548
172,50	-5,554
172,53	-5,392
172,56	-5,459
172,59	-5,402
172,62	-5,502
172,65	-5,520
172,68	-5,429
172,71	-5,504
172,74	-5,656
172,77	-5,469
172,80	-5,376
172,83	-5,444
172,86	-5,501
172,89	-5,543
172,92	-5,533
172,95	-5,380
172,98	-5,370
173,01	-5,447
173,04	-5,514
173,07	-5,361
173,10	-5,508
173,13	-5,397
173,16	-5,407
173,19	-5,477
173,22	-5,491
173,25	-5,474
173,28	-5,444
173,31	-5,573
173,34	-5,513
173,37	-5,564
173,40	-5,615
173,43	-5,556
173,46	-5,410
173,49	-5,574
173,52	-5,464
173,55	-5,505
173,58	-5,537
173,61	-5,513
173,64	-5,418
173,67	-5,547
173,70	-5,470
173,73	-5,407
173,76	-5,559
173,79	-5,461
173,82	-5,359
173,85	-5,521
173,88	-5,489
173,91	-5,492
173,94	-5,353
173,97	-5,537
174,00	-5,485
174,03	-5,417
174,06	-5,426
174,09	-5,560
174,12	-5,468
174,15	-5,535
174,18	-5,533
174,21	-5,491
174,24	-5,599
174,27	-5,528
174,30	-5,502
174,33	-5,522
174,36	-5,507
174,39	-5,531
174,42	-5,455
174,45	-5,421
174,48	-5,620
174,51	-5,523
174,54	-5,509
174,57	-5,452
174,60	-5,441
174,63	-5,544
174,66	-5,307
174,69	-5,438
174,72	-5,527
174,75	-5,510
174,78	-5,409
174,81	-5,466
174,84	-5,520
174,87	-5,523
174,90	-5,483
174,93	-5,367
174,96	-5,433
174,99	-5,489
175,02	-5,522
175,05	-5,499
175,08	-5,484
175,11	-5,376
175,14	-5,540
175,17	-5,430
175,20	-5,518
175,23	-5,521
175,26	-5,558
175,29	-5,434
175,32	-5,505
175,35	-5,581
175,38	-5,518
175,41	-5,638
175,44	-5,438
175,47	-5,547
175,50	-5,492
175,53	-5,333
175,56	-5,502
175,59	-5,566
175,62	-5,487
175,65	-5,400
175,68	-5,561
175,71	-5,578
175,74	-5,455
175,77	-5,606
175,80	-5,576
175,83	-5,531
175,86	-5,503
175,89	-5,485
175,92	-5,444
175,95	-5,479
175,98	-5,497
176,01	-5,465
176,04	-5,526
176,07	-5,542
176,10	-5,589
176,13	-5,427
176,16	-5,463
176,19	-5,402
176,22	-5,598
176,25	-5,496
176,28	-5,613
176,31	-5,664
176,34	-5,560
176,37	-5,564
176,40	-5,457
176,43	-5,459
176,46	-5,524
176,49	-5,422
176,52	-5,574
176,55	-5,446
176,58	-5,461
176,61	-5,607
176,64	-5,449
176,67	-5,573
176,70	-5,409
176,73	-5,552
176,76	-5,505
176,79	-5,494
176,82	-5,524
176,85	-5,468
176,88	-5,573
176,91	-5,561
176,94	-5,502
176,97	-5,553
177,00	-5,488
177,03	-5,460
177,06	-5,464
177,09	-5,404
177,12	-5,434
177,15	-5,421
177,18	-5,425
177,21	-5,486
177,24	-5,512
177,27	-5,414
177,30	-5,439
177,33	-5,448
177,36	-5,373
177,39	-5,454
177,42	-5,347
177,45	-5,505
177,48	-5,483
177,51	-5,428
177,54	-5,562
177,57	-5,490
177,60	-5,392
177,63	-5,477
177,66	-5,471
177,69	-5,426
177,72	-5,473
177,75	-5,417
177,78	-5,432
177,81	-5,492
177,84	-5,483
177,87	-5,566
177,90	-5,477
177,93	-5,585
177,96	-5,503
177,99	-5,405
178,02	-5,534
178,05	-5,432
178,08	-5,482
178,11	-5,545
178,14	-5,471
178,17	-5,445
178,20	-5,536
178,23	-5,377
178,26	-5,458
178,29	-5,332
178,32	-5,391
178,35	-5,402
178,38	-5,579
178,41	-5,530
178,44	-5,491
178,47	-5,429
178,50	-5,454
178,53	-5,439
178,56	-5,530
178,59	-5,392
178,62	-5,485
178,65	-5,463
178,68	-5,602
178,71	-5,516
178,74	-5,526
178,77	-5,514
178,80	-5,416
178,83	-5,333
178,86	-5,315
178,89	-5,467
178,92	-5,432
178,95	-5,477
178,98	-5,446
179,01	-5,397
179,04	-5,390
179,07	-5,510
179,10	-5,459
179,13	-5,445
179,16	-5,458
179,19	-5,545
179,22	-5,379
179,25	-5,492
179,28	-5,458
179,31	-5,515
179,34	-5,572
179,37	-5,449
179,40	-5,441
179,43	-5,477
179,46	-5,553
179,49	-5,491
179,52	-5,478
179,55	-5,474
179,58	-5,414
179,61	-5,366
179,64	-5,545
179,67	-5,405
179,70	-5,333
179,73	-5,436
179,76	-5,505
179,79	-5,490
179,82	-5,516
179,85	-5,577
179,88	-5,490
179,91	-5,457
179,94	-5,457
179,97	-5,504
180,00	-5,483
180,03	-5,539
180,06	-5,509
180,09	-5,374
180,12	-5,541
180,15	-5,466
180,18	-5,370
180,21	-5,473
180,24	-5,425
180,27	-5,444
180,30	-5,415
180,33	-5,509
180,36	-5,526
180,39	-5,551
180,42	-5,466
180,45	-5,554
180,48	-5,409
180,51	-5,408
180,54	-5,438
180,57	-5,455
180,60	-5,468
180,63	-5,426
180,66	-5,526
180,69	-5,431
180,72	-5,345
180,75	-5,522
180,78	-5,562
180,81	-5,443
180,84	-5,389
180,87	-5,373
180,90	-5,499
180,93	-5,471
180,96	-5,478
180,99	-5,546
181,02	-5,482
181,05	-5,520
181,08	-5,507
181,11	-5,432
181,14	-5,474
181,17	-5,386
181,20	-5,537
181,23	-5,595
181,26	-5,456
181,29	-5,531
181,32	-5,512
181,35	-5,574
181,38	-5,476
181,41	-5,620
181,44	-5,473
181,47	-5,378
181,50	-5,488
181,53	-5,516
181,56	-5,358
181,59	-5,383
181,62	-5,422
181,65	-5,376
181,68	-5,373
181,71	-5,433
181,74	-5,500
181,77	-5,489
181,80	-5,497
181,83	-5,603
181,86	-5,602
181,89	-5,456
181,92	-5,492
181,95	-5,584
181,98	-5,507
182,01	-5,487
182,04	-5,454
182,07	-5,506
182,10	-5,547
182,13	-5,496
182,16	-5,468
182,19	-5,709
182,22	-5,511
182,25	-5,551
182,28	-5,508
182,31	-5,434
182,34	-5,492
182,37	-5,444
182,40	-5,491
182,43	-5,675
182,46	-5,533
182,49	-5,610
182,52	-5,511
182,55	-5,653
182,58	-5,648
182,61	-5,550
182,64	-5,573
182,67	-5,662
182,70	-5,489
182,73	-5,584
182,76	-5,562
182,79	-5,501
182,82	-5,532
182,85	-5,499
182,88	-5,361
182,91	-5,452
182,94	-5,488
182,97	-5,534
183,00	-5,456
183,03	-5,514
183,06	-5,390
183,09	-5,547
183,12	-5,584
183,15	-5,617
183,18	-5,571
183,21	-5,681
183,24	-5,604
183,27	-5,523
183,30	-5,525
183,33	-5,521
183,36	-5,570
183,39	-5,488
183,42	-5,583
183,45	-5,579
183,48	-5,578
183,51	-5,576
183,54	-5,709
183,57	-5,667
183,60	-5,559
183,63	-5,634
183,66	-5,698
183,69	-5,532
183,72	-5,680
183,75	-5,652
183,78	-5,629
183,81	-5,567
183,84	-5,664
183,87	-5,655
183,90	-5,768
183,93	-5,625
183,96	-5,582
183,99	-5,580
184,02	-5,690
184,05	-5,533
184,08	-5,628
184,11	-5,549
184,14	-5,504
184,17	-5,501
184,20	-5,500
184,23	-5,628
184,26	-5,552
184,29	-5,630
184,32	-5,486
184,35	-5,667
184,38	-5,542
184,41	-5,498
184,44	-5,558
184,47	-5,512
184,50	-5,573
184,53	-5,479
184,56	-5,464
184,59	-5,530
184,62	-5,567
184,65	-5,493
184,68	-5,570
184,71	-5,725
184,74	-5,630
184,77	-5,620
184,80	-5,448
184,83	-5,609
184,86	-5,627
184,89	-5,566
184,92	-5,691
184,95	-5,628
184,98	-5,707
185,01	-5,603
185,04	-5,559
185,07	-5,526
185,10	-5,608
185,13	-5,622
185,16	-5,492
185,19	-5,596
185,22	-5,572
185,25	-5,590
185,28	-5,696
185,31	-5,678
185,34	-5,568
185,37	-5,594
185,40	-5,590
185,43	-5,653
185,46	-5,628
185,49	-5,519
185,52	-5,540
185,55	-5,619
185,58	-5,674
185,61	-5,580
185,64	-5,603
185,67	-5,577
185,70	-5,643
185,73	-5,567
185,76	-5,663
185,79	-5,649
185,82	-5,664
185,85	-5,421
185,88	-5,595
185,91	-5,507
185,94	-5,608
185,97	-5,507
186,00	-5,665
186,03	-5,576
